model	objective	reaction	flux	status	minimum	maximum (optPercentage = 100)
iAB_AMO1410_SARS-CoV-2	obj	DM_sTn_antigen(g)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	DM_sprm(c)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	DM_yvite(c)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	DM_T_antigen(g)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_10fthf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_10fthf5glu(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_10fthf6glu(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_10fthf7glu(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_11-cis-retfa(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_13-cis-retnglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_1glyc_hs(e)	0.000000	optimal	0.000000	0.168575
iAB_AMO1410_SARS-CoV-2	obj	EX_1mncam(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_2425dhvitd2(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_2425dhvitd3(e)	0.000000	optimal	0.000000	0.019021
iAB_AMO1410_SARS-CoV-2	obj	EX_24nph(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_25hvitd2(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_25hvitd3(e)	0.000000	optimal	0.000000	0.020124
iAB_AMO1410_SARS-CoV-2	obj	EX_2hb(e)	0.004626	optimal	0.000000	0.010645
iAB_AMO1410_SARS-CoV-2	obj	EX_2mcit(e)	0.000000	optimal	0.000000	0.010645
iAB_AMO1410_SARS-CoV-2	obj	EX_35cgmp(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_3aib(e)	0.000000	optimal	0.000000	0.002922
iAB_AMO1410_SARS-CoV-2	obj	EX_3mlda(e)	0.000000	optimal	0.000000	0.008582
iAB_AMO1410_SARS-CoV-2	obj	EX_4abut(e)	0.000000	optimal	0.000000	0.170929
iAB_AMO1410_SARS-CoV-2	obj	EX_4hdebrisoquine(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_4hphac(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_4mptnl(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_4nph(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_4nphsf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_4pyrdx(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_5adtststerone(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_5adtststeroneglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_5dhf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_5fthf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_5htrp(e)	0.000000	optimal	0.000000	0.008697
iAB_AMO1410_SARS-CoV-2	obj	EX_5mthf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_5thf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_6dhf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_6htststerone(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_6thf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_7dhf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_7thf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_9-cis-retfa(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_CLPND(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_Lcystin(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_Rtotal(e)	0.000000	optimal	0.000000	0.261041
iAB_AMO1410_SARS-CoV-2	obj	EX_Rtotal2(e)	0.000000	optimal	0.000000	0.261041
iAB_AMO1410_SARS-CoV-2	obj	EX_Rtotal3(e)	0.000000	optimal	0.000000	0.261041
iAB_AMO1410_SARS-CoV-2	obj	EX_Tyr-ggn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_abt(e)	0.000000	optimal	0.000000	0.288386
iAB_AMO1410_SARS-CoV-2	obj	EX_ac(e)	0.000000	optimal	0.000000	0.920306
iAB_AMO1410_SARS-CoV-2	obj	EX_acac(e)	0.000000	optimal	0.000000	0.460856
iAB_AMO1410_SARS-CoV-2	obj	EX_acald(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acetone(e)	0.000000	optimal	0.000000	0.460856
iAB_AMO1410_SARS-CoV-2	obj	EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acgam(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ach(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acn13acngalgbside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acn23acngalgbside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acnacngal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acnacngalgbside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_acngalacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ade(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_adn(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_adp	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_adprbp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_adprib(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_adrn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_adrnl(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_aflatoxin(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ahandrostanglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ak2lgchol_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_akg(e)	0.000000	optimal	0.000000	0.310449
iAB_AMO1410_SARS-CoV-2	obj	EX_ala-B(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ala-D(e)	0.000000	optimal	0.000000	0.170929
iAB_AMO1410_SARS-CoV-2	obj	EX_ala-L(e)	0.115221	optimal	0.000000	0.170929
iAB_AMO1410_SARS-CoV-2	obj	EX_aldstrn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_amp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_andrstrn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_andrstrnglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_aqcobal(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_arab-L(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_arach(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_arachd(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_arg-L(e)	-0.010363	optimal	-0.023750	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ascb-L(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_asn-L(e)	0.000000	optimal	0.000000	0.085464
iAB_AMO1410_SARS-CoV-2	obj	EX_asp-D(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_asp-L(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_atp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_avite1(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_avite2(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_bhb(e)	0.000000	optimal	0.000000	0.622155
iAB_AMO1410_SARS-CoV-2	obj	EX_bildglcur(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_bilglcur(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_bilirub(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_biocyt(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_btn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_but(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_bvite(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_bz(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ca2(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_camp(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_cca_d3(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cgly(e)	0.000000	optimal	0.000000	0.006019
iAB_AMO1410_SARS-CoV-2	obj	EX_chol(e)	0.000000	optimal	0.000000	0.109388
iAB_AMO1410_SARS-CoV-2	obj	EX_cholate(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_chsterol(e)	0.000000	optimal	0.000000	0.021072
iAB_AMO1410_SARS-CoV-2	obj	EX_chtn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cit(e)	0.000000	optimal	0.000000	0.310449
iAB_AMO1410_SARS-CoV-2	obj	EX_cl(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cmp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_co(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_co2(e)	0.778548	optimal	0.000000	10.787781
iAB_AMO1410_SARS-CoV-2	obj	EX_coumarin(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_creat(e)	0.002560	optimal	0.000000	0.070582
iAB_AMO1410_SARS-CoV-2	obj	EX_crmp_hs(e)	0.000000	optimal	0.000000	0.127789
iAB_AMO1410_SARS-CoV-2	obj	EX_crn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_crtsl(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_crtstrn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_crvnc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_csn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cspg_a(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cspg_b(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cspg_c(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cspg_d(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cspg_e(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cyan(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_cys-L(e)	0.000000	optimal	0.000000	0.006019
iAB_AMO1410_SARS-CoV-2	obj	EX_cytd(e)	0.000000	optimal	0.000000	0.056976
iAB_AMO1410_SARS-CoV-2	obj	EX_dad-2(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_dag_hs(e)	0.000000	optimal	0.000000	0.129113
iAB_AMO1410_SARS-CoV-2	obj	EX_dcsptn1(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dcyt(e)	0.000000	optimal	0.000000	0.056976
iAB_AMO1410_SARS-CoV-2	obj	EX_debrisoquine(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dgchol(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dgsn(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_dhdascb(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dheas(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dhf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_digalsgalside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_din(e)	0.000000	optimal	0.000000	0.042732
iAB_AMO1410_SARS-CoV-2	obj	EX_dlnlcg(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dmhptcrn(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dopa(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_dopasf(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_drib(e)	0.000000	optimal	0.000000	0.274457
iAB_AMO1410_SARS-CoV-2	obj	EX_duri(e)	0.000000	optimal	0.000000	0.085464
iAB_AMO1410_SARS-CoV-2	obj	EX_eaflatoxin(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ebastine(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_ebastineoh(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_eicostet(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_elaid(e)	0.000000	optimal	0.000000	0.223800
iAB_AMO1410_SARS-CoV-2	obj	EX_estradiol(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_estradiolglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_estriolglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_estroneglc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_estrones(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_etoh(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fe2(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fol(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_for(e)	0.000000	optimal	0.000000	0.021282
iAB_AMO1410_SARS-CoV-2	obj	EX_fru(e)	0.000000	optimal	0.000000	0.346606
iAB_AMO1410_SARS-CoV-2	obj	EX_fuc-L(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fuc13galacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fuc14galacglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucacgalfucgalacglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucacngal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucacngalacglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucfuc12gal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucfucgalacglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucgalfucgalacglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_fucgalgbside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gal(e)	0.000000	optimal	0.000000	0.247836
iAB_AMO1410_SARS-CoV-2	obj	EX_galacglcgalgbside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_galfuc12gal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_galfucgalacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_galgalgalthcrm_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gam(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gbside_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gchola(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gd1b2_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gd1c_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gdchola(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gdp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_glc(e)	-0.271800	optimal	-0.271800	0.074806
iAB_AMO1410_SARS-CoV-2	obj	EX_gln-L(e)	-0.076500	optimal	-0.076500	0.008964
iAB_AMO1410_SARS-CoV-2	obj	EX_glu-L(e)	0.000000	optimal	0.000000	0.170929
iAB_AMO1410_SARS-CoV-2	obj	EX_gluala(e)	0.000000	optimal	0.000000	0.085464
iAB_AMO1410_SARS-CoV-2	obj	EX_gly(e)	0.000000	optimal	0.000000	0.170929
iAB_AMO1410_SARS-CoV-2	obj	EX_glyb(e)	0.000000	optimal	0.000000	0.101785
iAB_AMO1410_SARS-CoV-2	obj	EX_glyc(e)	0.000000	optimal	0.000000	0.725253
iAB_AMO1410_SARS-CoV-2	obj	EX_glyc-S(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_glygn2(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_glygn4(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_glygn5(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gmp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gp1c_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gp1calpha_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gq1b_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gq1balpha_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gsn(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_gt1a_hs(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gthox(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gthrd(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gtp(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_gua(e)	0.000000	optimal	0.000000	0.034186
iAB_AMO1410_SARS-CoV-2	obj	EX_h(e)	1000.000000	optimal	-10.499355	1000.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_h2o(e)	-999.252796	optimal	-1000.000000	11.144479
iAB_AMO1410_SARS-CoV-2	obj	EX_h2o2(e)	0.000000	optimal	0.000000	0.453534
iAB_AMO1410_SARS-CoV-2	obj	EX_ha(e)	0.000000	optimal	0.000000	0.061825
iAB_AMO1410_SARS-CoV-2	obj	EX_ha_pre1(e)	0.000000	optimal	0.000000	0.123650
iAB_AMO1410_SARS-CoV-2	obj	EX_hco3(e)	-0.473518	optimal	-10.000000	0.787781
iAB_AMO1410_SARS-CoV-2	obj	EX_hcoumarin(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_hdca(e)	0.000000	optimal	0.000000	0.186589
iAB_AMO1410_SARS-CoV-2	obj	EX_hdcea(e)	0.000000	optimal	0.000000	0.251157
iAB_AMO1410_SARS-CoV-2	obj	EX_hestratriol(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_hexc(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_his-L(e)	-0.010000	optimal	-0.010000	-0.001418
iAB_AMO1410_SARS-CoV-2	obj	EX_hista(e)	0.000000	optimal	0.000000	0.008582
iAB_AMO1410_SARS-CoV-2	obj	EX_hom-L(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_hpdca(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_hspg(e)	0.000000	optimal	0.000000	0.000000
iAB_AMO1410_SARS-CoV-2	obj	EX_hxan(e)	0.000000	optimal	0.000000	0.042732
