model	objective	reaction	flux	status	minimum	maximum (optPercentage = 100)
e_coli_core.xml	obj	EX_for_e	0.000000	optimal	0.000000	0.000066
e_coli_core.xml	obj	EX_fru_e	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	EX_fum_e	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	EX_glc__D_e	-10.000000	optimal	-10.000000	-9.999994
e_coli_core.xml	obj	EX_gln__L_e	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	EX_glu__L_e	0.000000	optimal	0.000000	0.000007
e_coli_core.xml	obj	EX_h_e	17.530865	optimal	17.530855	17.530922
e_coli_core.xml	obj	EX_h2o_e	29.175827	optimal	29.175779	29.175845
e_coli_core.xml	obj	EX_lac__D_e	0.000000	optimal	0.000000	0.000012
e_coli_core.xml	obj	EX_mal__L_e	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	EX_nh4_e	-4.765319	optimal	-4.765324	-4.765316
e_coli_core.xml	obj	EX_o2_e	-21.799493	optimal	-21.799515	-21.799471
e_coli_core.xml	obj	EX_pi_e	-3.214895	optimal	-3.214895	-3.214893
e_coli_core.xml	obj	EX_pyr_e	0.000000	optimal	0.000000	0.000015
e_coli_core.xml	obj	EX_succ_e	0.000000	optimal	0.000000	0.000010
e_coli_core.xml	obj	FBA	7.477382	optimal	7.477306	7.477465
e_coli_core.xml	obj	FBP	0.000000	optimal	0.000000	0.000100
e_coli_core.xml	obj	FORt2	0.000000	optimal	0.000000	0.000398
e_coli_core.xml	obj	FORt	0.000000	optimal	-0.000398	0.000000
e_coli_core.xml	obj	FRD7	994.935624	optimal	0.000000	994.935693
e_coli_core.xml	obj	FRUpts2	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	FUM	5.064376	optimal	5.064307	5.064466
e_coli_core.xml	obj	FUMt2_2	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	G6PDH2r	4.959985	optimal	4.959736	4.960214
e_coli_core.xml	obj	GAPD	16.023526	optimal	16.023451	16.023610
e_coli_core.xml	obj	GLCpts	10.000000	optimal	9.999994	10.000000
e_coli_core.xml	obj	GLNS	0.223462	optimal	0.223462	0.223561
e_coli_core.xml	obj	GLNabc	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	GLUDy	-4.541857	optimal	-4.541862	-4.541755
e_coli_core.xml	obj	GLUN	0.000000	optimal	0.000000	0.000100
e_coli_core.xml	obj	GLUSy	0.000000	optimal	0.000000	0.000100
e_coli_core.xml	obj	GLUt2r	0.000000	optimal	-0.000007	0.000000
e_coli_core.xml	obj	GND	4.959985	optimal	4.959736	4.960214
e_coli_core.xml	obj	H2Ot	-29.175827	optimal	-29.175845	-29.175779
e_coli_core.xml	obj	ICDHyr	6.007250	optimal	6.006782	6.007340
e_coli_core.xml	obj	ICL	0.000000	optimal	0.000000	0.000398
e_coli_core.xml	obj	LDH_D	0.000000	optimal	-0.000012	0.000000
e_coli_core.xml	obj	MALS	0.000000	optimal	0.000000	0.000398
e_coli_core.xml	obj	MALt2_2	0.000000	optimal	0.000000	0.000000
e_coli_core.xml	obj	MDH	5.064376	optimal	5.064280	5.064705
e_coli_core.xml	obj	ME1	0.000000	optimal	0.000000	0.000100
e_coli_core.xml	obj	ME2	0.000000	optimal	0.000000	0.000133
e_coli_core.xml	obj	NADH16	38.534610	optimal	38.534563	38.534723
e_coli_core.xml	obj	NADTRHD	0.000000	optimal	0.000000	0.000398
e_coli_core.xml	obj	NH4t	4.765319	optimal	4.765316	4.765324
e_coli_core.xml	obj	O2t	21.799493	optimal	21.799471	21.799515
e_coli_core.xml	obj	PDH	9.282533	optimal	9.282461	9.282860
