model	objective	reaction	status	value
iJR904.xml	obj	R_C160SN	optimal	-0.000000
iJR904.xml	obj	R_C161SN	optimal	-0.000000
iJR904.xml	obj	R_C181SN	optimal	-0.000000
iJR904.xml	obj	R_CADVt	optimal	0.921948
iJR904.xml	obj	R_AGMHE	optimal	-0.000000
iJR904.xml	obj	R_ASNS1	optimal	0.921948
iJR904.xml	obj	R_AGMT	optimal	0.921948
iJR904.xml	obj	R_AGPR	optimal	-0.000000
iJR904.xml	obj	R_ASNS2	optimal	0.920973
iJR904.xml	obj	R_ASNabc	optimal	0.921948
iJR904.xml	obj	R_ASNt2r	optimal	0.921948
iJR904.xml	obj	R_AHCi	optimal	0.921948
iJR904.xml	obj	R_AHCYSNS	optimal	0.921948
iJR904.xml	obj	R_CAT	optimal	0.921948
iJR904.xml	obj	R_CBIAT_DELETE	optimal	0.921948
iJR904.xml	obj	R_ASP1DC	optimal	-0.000000
iJR904.xml	obj	R_CBL1abc	optimal	0.921948
iJR904.xml	obj	R_CBLAT_DELETE	optimal	0.921948
iJR904.xml	obj	R_AICART	optimal	-0.000000
iJR904.xml	obj	R_AIRC2	optimal	-0.000000
iJR904.xml	obj	R_AIRC3	optimal	-0.000000
iJR904.xml	obj	R_AKGDH	optimal	0.906129
iJR904.xml	obj	R_ASPCT	optimal	-0.000000
iJR904.xml	obj	R_AKGt2r	optimal	0.921948
iJR904.xml	obj	R_ALAALAr	optimal	-0.000000
iJR904.xml	obj	R_ALAR_copy1	optimal	0.921948
iJR904.xml	obj	R_ALAR_copy2	optimal	0.921948
iJR904.xml	obj	R_ALATA_D2	optimal	0.921948
iJR904.xml	obj	R_CBMKr	optimal	0.913086
iJR904.xml	obj	R_CBPS	optimal	0.921948
iJR904.xml	obj	R_CDAPPA_EC	optimal	0.921948
iJR904.xml	obj	R_CDPMEK	optimal	0.921948
iJR904.xml	obj	R_ALATA_L	optimal	-0.000000
iJR904.xml	obj	R_CHLabc	optimal	0.921948
iJR904.xml	obj	R_ASPK	optimal	-0.000000
iJR904.xml	obj	R_CHLt2	optimal	0.921948
iJR904.xml	obj	R_CHORM	optimal	-0.000000
iJR904.xml	obj	R_DASYN_EC	optimal	-0.000000
iJR904.xml	obj	R_ASPO3_1	optimal	0.921948
iJR904.xml	obj	R_CHORS	optimal	-0.000000
iJR904.xml	obj	R_CHRPL	optimal	0.921948
iJR904.xml	obj	R_ASPO4_1	optimal	0.921948
iJR904.xml	obj	R_CINNDO	optimal	0.921948
iJR904.xml	obj	R_CITL	optimal	0.921948
iJR904.xml	obj	R_ASPO5_1	optimal	0.921948
iJR904.xml	obj	R_CITt7	optimal	0.921948
iJR904.xml	obj	R_DB4PS	optimal	-0.000000
iJR904.xml	obj	R_CLPNS_EC	optimal	-0.000000
iJR904.xml	obj	R_ASPO6_1	optimal	0.921948
iJR904.xml	obj	R_CMPN	optimal	0.921948
iJR904.xml	obj	R_DBTS	optimal	0.921948
iJR904.xml	obj	R_CO2t	optimal	0.479103
iJR904.xml	obj	R_ASPT	optimal	0.921948
iJR904.xml	obj	R_DCTPD	optimal	0.921948
iJR904.xml	obj	R_CPPPGO	optimal	0.921948
iJR904.xml	obj	R_ASPTA	optimal	-0.000000
iJR904.xml	obj	R_CRNBTCT	optimal	0.921948
iJR904.xml	obj	R_CRNCBCT	optimal	0.921948
iJR904.xml	obj	R_DCYTD	optimal	0.921948
iJR904.xml	obj	R_ASPabc	optimal	0.921948
iJR904.xml	obj	R_DCYTt2	optimal	0.921948
iJR904.xml	obj	R_DDGALK	optimal	0.921948
iJR904.xml	obj	R_DDGLCNt2r	optimal	0.921948
iJR904.xml	obj	R_DDGLK	optimal	0.921948
iJR904.xml	obj	R_CRNCDH	optimal	0.921948
iJR904.xml	obj	R_CRNt7	optimal	0.921948
iJR904.xml	obj	R_CS	optimal	-0.000000
iJR904.xml	obj	R_CSND	optimal	0.921948
iJR904.xml	obj	R_CSNt2	optimal	0.921948
iJR904.xml	obj	R_DDPA	optimal	-0.000000
iJR904.xml	obj	R_DDPGALA	optimal	0.921948
iJR904.xml	obj	R_DGK1	optimal	0.921948
iJR904.xml	obj	R_ASPt2r	optimal	0.921948
iJR904.xml	obj	R_DGSNt2	optimal	0.921948
iJR904.xml	obj	R_DHAD1	optimal	-0.000000
iJR904.xml	obj	R_DHAD2	optimal	-0.000000
iJR904.xml	obj	R_CTPS2	optimal	-0.000000
iJR904.xml	obj	R_CYANST	optimal	0.921948
iJR904.xml	obj	R_CYNTAH	optimal	0.921948
iJR904.xml	obj	R_DHAPT	optimal	0.921948
iJR904.xml	obj	R_CYNTt2	optimal	0.921948
iJR904.xml	obj	R_ASPt2_2	optimal	0.921948
iJR904.xml	obj	R_CYSDS	optimal	0.921948
iJR904.xml	obj	R_DHAt	optimal	0.921948
iJR904.xml	obj	R_DHBD	optimal	0.921948
iJR904.xml	obj	R_DHBSr	optimal	0.921948
iJR904.xml	obj	R_CYSS	optimal	-0.000000
iJR904.xml	obj	R_CYSTL	optimal	-0.000000
iJR904.xml	obj	R_DHCIND	optimal	0.921948
iJR904.xml	obj	R_ASPt2_3	optimal	0.921948
iJR904.xml	obj	R_DHCINDO_1	optimal	0.921948
iJR904.xml	obj	R_DHDPRy	optimal	-0.000000
iJR904.xml	obj	R_CYSabc	optimal	0.921948
iJR904.xml	obj	R_CYTBD	optimal	0.921948
iJR904.xml	obj	R_AST	optimal	0.921948
iJR904.xml	obj	R_CYTBO3	optimal	0.873973
iJR904.xml	obj	R_CYTD	optimal	0.921948
iJR904.xml	obj	R_CYTDK2	optimal	0.921948
iJR904.xml	obj	R_CYTDt2_copy1	optimal	0.921948
iJR904.xml	obj	R_DHDPS	optimal	-0.000000
iJR904.xml	obj	R_DHFR	optimal	-0.000000
iJR904.xml	obj	R_DHFS_1	optimal	-0.000000
iJR904.xml	obj	R_DHNAOT	optimal	0.921948
iJR904.xml	obj	R_ATPM	optimal	0.956973
iJR904.xml	obj	R_DHNPA2r	optimal	-0.000000
iJR904.xml	obj	R_DHORD2	optimal	0.921948
iJR904.xml	obj	R_CYTDt2_copy2	optimal	0.921948
iJR904.xml	obj	R_CYTK1	optimal	0.919078
iJR904.xml	obj	R_CYTK2	optimal	0.921948
iJR904.xml	obj	R_DHORD5	optimal	0.921948
iJR904.xml	obj	R_DHORTS	optimal	-0.000000
iJR904.xml	obj	R_ATPPRT	optimal	-0.000000
iJR904.xml	obj	R_DHPPD	optimal	0.921948
iJR904.xml	obj	R_DAAD	optimal	0.921948
iJR904.xml	obj	R_ATPS4r	optimal	0.362359
iJR904.xml	obj	R_DADA	optimal	0.921948
iJR904.xml	obj	R_DADK	optimal	0.921948
iJR904.xml	obj	R_DHPPDA2	optimal	-0.000000
iJR904.xml	obj	R_DHPS2_1	optimal	-0.000000
iJR904.xml	obj	R_BETALDHx	optimal	0.921948
iJR904.xml	obj	R_DHPTDCs	optimal	0.921948
iJR904.xml	obj	R_DHQTi	optimal	-0.000000
iJR904.xml	obj	R_DADNt2	optimal	0.921948
iJR904.xml	obj	R_BETALDHy	optimal	0.921948
iJR904.xml	obj	R_DAGK_EC	optimal	-0.000000
iJR904.xml	obj	R_DALAt2r	optimal	0.921948
iJR904.xml	obj	R_DHQS	optimal	-0.000000
iJR904.xml	obj	R_DINSt2	optimal	0.921948
iJR904.xml	obj	R_DAPDC	optimal	-0.000000
iJR904.xml	obj	R_DKGLCNR1	optimal	0.921948
iJR904.xml	obj	R_DAPE	optimal	-0.000000
iJR904.xml	obj	R_DAPabc	optimal	0.921948
iJR904.xml	obj	R_DKGLCNR2x	optimal	0.921948
iJR904.xml	obj	R_DKGLCNR2y	optimal	0.921948
iJR904.xml	obj	R_DKMPPD	optimal	0.921918
iJR904.xml	obj	R_DKMPPD2	optimal	0.921948
iJR904.xml	obj	R_BPNT	optimal	-0.000000
iJR904.xml	obj	R_DMATT	optimal	0.921948
iJR904.xml	obj	R_DMPPS	optimal	0.921948
iJR904.xml	obj	R_DMQMT	optimal	0.921948
iJR904.xml	obj	R_EDD	optimal	0.921948
iJR904.xml	obj	R_BSORx	optimal	0.921948
iJR904.xml	obj	R_EDTXS1	optimal	-0.000000
iJR904.xml	obj	R_DMSOR1	optimal	0.921948
iJR904.xml	obj	R_BSORy	optimal	0.921948
iJR904.xml	obj	R_DMSOR1e	optimal	0.921948
iJR904.xml	obj	R_EDTXS2	optimal	-0.000000
iJR904.xml	obj	R_DMSOR2	optimal	0.921948
iJR904.xml	obj	R_BTS2	optimal	0.921948
iJR904.xml	obj	R_EDTXS3	optimal	0.921948
iJR904.xml	obj	R_EDTXS4	optimal	0.921948
iJR904.xml	obj	R_DMSOR2e	optimal	0.921948
iJR904.xml	obj	R_ENO	optimal	0.745293
iJR904.xml	obj	R_DNMPPA	optimal	-0.000000
iJR904.xml	obj	R_BUTCT	optimal	0.921948
iJR904.xml	obj	R_DNTPPA	optimal	-0.000000
iJR904.xml	obj	R_DOGULNR	optimal	0.921948
iJR904.xml	obj	R_ENTCS_1	optimal	0.921948
iJR904.xml	obj	R_BUTt2r	optimal	0.921948
iJR904.xml	obj	R_DPCOAK	optimal	-0.000000
iJR904.xml	obj	R_BIOMASS_Ecoli	optimal	-0.000000
iJR904.xml	obj	R_DPR	optimal	-0.000000
iJR904.xml	obj	R_ETHAAL	optimal	0.921948
iJR904.xml	obj	R_ETOHt2r	optimal	0.921948
iJR904.xml	obj	R_DRPA	optimal	0.920738
iJR904.xml	obj	R_EX_h2o_e	optimal	0.288100
iJR904.xml	obj	R_DSERt2	optimal	0.921948
iJR904.xml	obj	R_DTMPK	optimal	-0.000000
iJR904.xml	obj	R_DURIK1	optimal	0.921948
iJR904.xml	obj	R_DURIPP	optimal	0.921948
iJR904.xml	obj	R_DURIt2	optimal	0.921948
iJR904.xml	obj	R_DUTPDP	optimal	0.921948
iJR904.xml	obj	R_DXPRIi	optimal	0.921948
iJR904.xml	obj	R_EX_12ppd__S_e	optimal	0.921948
iJR904.xml	obj	R_EX_15dap_e	optimal	0.921948
iJR904.xml	obj	R_EX_26dap__M_e	optimal	0.921948
iJR904.xml	obj	R_EX_2ddglcn_e	optimal	0.921948
iJR904.xml	obj	R_EX_3hcinnm_e	optimal	0.921948
iJR904.xml	obj	R_EX_3hpppn_e	optimal	0.921948
iJR904.xml	obj	R_EX_4abut_e	optimal	0.921948
iJR904.xml	obj	R_EX_ac_e	optimal	0.921948
iJR904.xml	obj	R_DXPS	optimal	0.921948
iJR904.xml	obj	R_DXYLK	optimal	0.921948
iJR904.xml	obj	R_EX_acac_e	optimal	0.921948
iJR904.xml	obj	R_EX_h_e	optimal	-0.000000
iJR904.xml	obj	R_EX_acald_e	optimal	0.921948
iJR904.xml	obj	R_EX_acgam_e	optimal	0.921948
iJR904.xml	obj	R_D_LACt2	optimal	0.921948
iJR904.xml	obj	R_E4PD	optimal	0.921948
iJR904.xml	obj	R_ECAP_EC	optimal	0.921948
iJR904.xml	obj	R_EX_acmana_e	optimal	0.921948
iJR904.xml	obj	R_EX_hdca_e	optimal	0.921948
iJR904.xml	obj	R_EX_acnam_e	optimal	0.921948
iJR904.xml	obj	R_EX_ade_e	optimal	0.921948
iJR904.xml	obj	R_EDA	optimal	0.921948
iJR904.xml	obj	R_EX_his__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_adn_e	optimal	0.921948
iJR904.xml	obj	R_EX_akg_e	optimal	0.921948
iJR904.xml	obj	R_EX_hxan_e	optimal	0.921948
iJR904.xml	obj	R_EX_ala__D_e	optimal	0.921948
iJR904.xml	obj	R_EX_idon__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_ala__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_alltn_e	optimal	0.921948
iJR904.xml	obj	R_EX_amp_e	optimal	0.921948
iJR904.xml	obj	R_EX_arab__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_arg__L_e	optimal	0.921948
iJR904.xml	obj	R_FBP	optimal	0.921948
iJR904.xml	obj	R_FCI	optimal	0.921948
iJR904.xml	obj	R_FCLK	optimal	0.921948
iJR904.xml	obj	R_FCLPA	optimal	0.921948
iJR904.xml	obj	R_FCLT	optimal	0.921948
iJR904.xml	obj	R_EX_asn__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_asp__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_ile__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_but_e	optimal	0.921948
iJR904.xml	obj	R_EX_cbl1_e	optimal	0.921948
iJR904.xml	obj	R_FDH2	optimal	0.921948
iJR904.xml	obj	R_FDH3	optimal	0.921948
iJR904.xml	obj	R_FE2abc	optimal	0.921948
iJR904.xml	obj	R_EX_chol_e	optimal	0.921948
iJR904.xml	obj	R_EX_indole_e	optimal	0.921948
iJR904.xml	obj	R_EX_cit_e	optimal	0.921948
iJR904.xml	obj	R_EX_co2_e	optimal	0.479103
iJR904.xml	obj	R_EX_crn_e	optimal	0.921948
iJR904.xml	obj	R_FFSD	optimal	0.921948
iJR904.xml	obj	R_FHL	optimal	0.921948
iJR904.xml	obj	R_FMNAT	optimal	-0.000000
iJR904.xml	obj	R_EX_csn_e	optimal	0.921948
iJR904.xml	obj	R_EX_ins_e	optimal	0.921948
iJR904.xml	obj	R_EX_cynt_e	optimal	0.921948
iJR904.xml	obj	R_EX_k_e	optimal	0.921948
iJR904.xml	obj	R_EX_cys__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_cytd_e	optimal	0.921948
iJR904.xml	obj	R_EX_lac__D_e	optimal	0.921948
iJR904.xml	obj	R_EX_dad_2_e	optimal	0.921948
iJR904.xml	obj	R_FORt	optimal	0.921948
iJR904.xml	obj	R_FRD2	optimal	0.921948
iJR904.xml	obj	R_EX_dcyt_e	optimal	0.921948
iJR904.xml	obj	R_FRD3	optimal	0.921948
iJR904.xml	obj	R_FRUK	optimal	0.921948
iJR904.xml	obj	R_FRUpts	optimal	0.921948
iJR904.xml	obj	R_FRUpts2	optimal	0.921948
iJR904.xml	obj	R_EX_dgsn_e	optimal	0.921948
iJR904.xml	obj	R_EX_dha_e	optimal	0.921948
iJR904.xml	obj	R_EX_din_e	optimal	0.921948
iJR904.xml	obj	R_EX_dms_e	optimal	0.921948
iJR904.xml	obj	R_FTHFD	optimal	0.921717
iJR904.xml	obj	R_EX_lac__L_e	optimal	0.921948
iJR904.xml	obj	R_FUCPt6_2	optimal	0.921948
iJR904.xml	obj	R_FUCt	optimal	0.921948
iJR904.xml	obj	R_FUM	optimal	0.845843
iJR904.xml	obj	R_EX_dmso_e	optimal	0.921948
iJR904.xml	obj	R_EX_duri_e	optimal	0.921948
iJR904.xml	obj	R_EX_etoh_e	optimal	0.921948
iJR904.xml	obj	R_FUMt2_2	optimal	0.921948
iJR904.xml	obj	R_EX_lcts_e	optimal	0.921948
iJR904.xml	obj	R_FUMt2_3	optimal	0.921948
iJR904.xml	obj	R_EX_fe2_e	optimal	0.921948
iJR904.xml	obj	R_EX_for_e	optimal	0.921948
iJR904.xml	obj	R_G1PACT	optimal	-0.000000
iJR904.xml	obj	R_EX_leu__L_e	optimal	0.921948
iJR904.xml	obj	R_G1PP	optimal	0.921948
iJR904.xml	obj	R_EX_fru_e	optimal	0.921948
iJR904.xml	obj	R_EX_lys__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_fuc1p__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_fuc__L_e	optimal	0.921948
iJR904.xml	obj	R_G1PTT	optimal	0.921948
iJR904.xml	obj	R_G1SAT	optimal	0.921948
iJR904.xml	obj	R_EX_fum_e	optimal	0.921948
iJR904.xml	obj	R_EX_mal__L_e	optimal	0.921948
iJR904.xml	obj	R_G3PD2	optimal	-0.000000
iJR904.xml	obj	R_G3PD5	optimal	0.921948
iJR904.xml	obj	R_EX_g6p_e	optimal	0.921948
iJR904.xml	obj	R_G3PD6	optimal	0.921948
iJR904.xml	obj	R_EX_gal_e	optimal	0.921948
iJR904.xml	obj	R_EX_galct__D_e	optimal	0.921948
iJR904.xml	obj	R_EX_galctn__D_e	optimal	0.921948
iJR904.xml	obj	R_G3PD7	optimal	0.921948
iJR904.xml	obj	R_G5SADs	optimal	-0.000000
iJR904.xml	obj	R_G5SD	optimal	0.921054
iJR904.xml	obj	R_EX_galt_e	optimal	0.921948
iJR904.xml	obj	R_EX_malt_e	optimal	0.921948
iJR904.xml	obj	R_EX_galur_e	optimal	0.921948
iJR904.xml	obj	R_EX_gam_e	optimal	0.921948
iJR904.xml	obj	R_G6PDA	optimal	0.921948
iJR904.xml	obj	R_G6PDH2r	optimal	0.901493
iJR904.xml	obj	R_G6Pt6_2	optimal	0.921948
iJR904.xml	obj	R_GALCTD	optimal	0.921948
iJR904.xml	obj	R_EX_gbbtn_e	optimal	0.921948
iJR904.xml	obj	R_EX_glc__D_e	infeasible	NaN
iJR904.xml	obj	R_GALCTND	optimal	0.921948
iJR904.xml	obj	R_GALCTNt2r	optimal	0.921948
iJR904.xml	obj	R_EX_glcn_e	optimal	0.921948
iJR904.xml	obj	R_EX_malthx_e	optimal	0.921948
iJR904.xml	obj	R_EX_glcr_e	optimal	0.921948
iJR904.xml	obj	R_EX_glcur_e	optimal	0.921948
iJR904.xml	obj	R_GALCTt2r	optimal	0.921948
iJR904.xml	obj	R_EX_maltpt_e	optimal	0.921948
iJR904.xml	obj	R_GALKr	optimal	0.921948
iJR904.xml	obj	R_GALS3	optimal	0.921948
iJR904.xml	obj	R_GALTpts	optimal	0.921948
iJR904.xml	obj	R_EX_gln__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_glu__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_gly_e	optimal	0.921948
iJR904.xml	obj	R_EX_glyald_e	optimal	0.921948
iJR904.xml	obj	R_EX_glyb_e	optimal	0.921948
iJR904.xml	obj	R_EX_malttr_e	optimal	0.921948
iJR904.xml	obj	R_EX_glyc3p_e	optimal	0.921948
iJR904.xml	obj	R_EX_glyc_e	optimal	0.921948
iJR904.xml	obj	R_GALUi_copy1	optimal	0.921948
iJR904.xml	obj	R_GALURt2r	optimal	0.921948
iJR904.xml	obj	R_GALUi_copy2	optimal	0.921948
iJR904.xml	obj	R_GALabc	optimal	0.921948
iJR904.xml	obj	R_EX_glyclt_e	optimal	0.921948
iJR904.xml	obj	R_EX_gsn_e	optimal	0.921948
iJR904.xml	obj	R_EX_gua_e	optimal	0.921948
iJR904.xml	obj	R_GALt2	optimal	0.921948
iJR904.xml	obj	R_EX_maltttr_e	optimal	0.921948
iJR904.xml	obj	R_GAMpts	optimal	0.921948
iJR904.xml	obj	R_GAPD	optimal	0.625013
iJR904.xml	obj	R_GARFT	optimal	0.919577
iJR904.xml	obj	R_EX_man6p_e	optimal	0.921948
iJR904.xml	obj	R_GART	optimal	0.921948
iJR904.xml	obj	R_GCALDD	optimal	-0.000000
iJR904.xml	obj	R_EX_man_e	optimal	0.921948
iJR904.xml	obj	R_GDMANE	optimal	0.921948
iJR904.xml	obj	R_GLCS1	optimal	-0.000000
iJR904.xml	obj	R_EX_melib_e	optimal	0.921948
iJR904.xml	obj	R_GLCURt2r	optimal	0.921948
iJR904.xml	obj	R_GF6PTA	optimal	-0.000000
iJR904.xml	obj	R_GHMT2r	optimal	0.889483
iJR904.xml	obj	R_GK1	optimal	-0.000000
iJR904.xml	obj	R_GLCpts	optimal	0.898973
iJR904.xml	obj	R_GLCDe	optimal	0.921948
iJR904.xml	obj	R_EX_met__D_e	optimal	0.921948
iJR904.xml	obj	R_GLCNt2r	optimal	0.921948
iJR904.xml	obj	R_GLCt2	optimal	0.921948
iJR904.xml	obj	R_EX_met__L_e	optimal	0.921948
iJR904.xml	obj	R_GLGC	optimal	-0.000000
iJR904.xml	obj	R_GLNS	optimal	-0.000000
iJR904.xml	obj	R_GLCP	optimal	0.921948
iJR904.xml	obj	R_GLCRAL	optimal	0.921948
iJR904.xml	obj	R_GLCRD	optimal	0.921948
iJR904.xml	obj	R_GLCRt2r	optimal	0.921948
iJR904.xml	obj	R_GLNabc	optimal	0.921948
iJR904.xml	obj	R_GLTPD	optimal	0.921948
iJR904.xml	obj	R_GLU5K	optimal	0.921054
iJR904.xml	obj	R_GLUABUTt7	optimal	0.921948
iJR904.xml	obj	R_GLUCYS	optimal	0.921948
iJR904.xml	obj	R_GUAD	optimal	0.921948
iJR904.xml	obj	R_GUAPRT	optimal	0.921948
iJR904.xml	obj	R_GLUDC	optimal	0.921948
iJR904.xml	obj	R_EX_mnl_e	optimal	0.921948
iJR904.xml	obj	R_GLUDy	optimal	0.852980
iJR904.xml	obj	R_GLUN	optimal	0.921948
iJR904.xml	obj	R_GLUPRT	optimal	-0.000000
iJR904.xml	obj	R_GUAt	optimal	0.921948
iJR904.xml	obj	R_EX_na1_e	optimal	0.921948
iJR904.xml	obj	R_GUAt2r	optimal	0.921948
iJR904.xml	obj	R_GUI1	optimal	0.921948
iJR904.xml	obj	R_GLUR	optimal	-0.000000
iJR904.xml	obj	R_GLUSy	optimal	0.921948
iJR904.xml	obj	R_GLUTRR	optimal	0.921948
iJR904.xml	obj	R_GLUTRS	optimal	0.921948
iJR904.xml	obj	R_GUI2	optimal	0.921948
iJR904.xml	obj	R_GLUabc	optimal	0.921948
iJR904.xml	obj	R_EX_nac_e	optimal	0.921948
iJR904.xml	obj	R_EX_nad_e	optimal	0.921948
iJR904.xml	obj	R_H2Ot	optimal	0.288100
iJR904.xml	obj	R_EX_nh4_e	optimal	0.000000
iJR904.xml	obj	R_GLUt2r	optimal	0.921948
iJR904.xml	obj	R_EX_nmn_e	optimal	0.921948
